prompt,group_name,path,Prompt,subset,Challenge,Note
a_Christmas_tree,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Christmas_tree/stabilityai/stable-diffusion-2-1/30.png,a Christmas tree,Artifacts,Basic,
a_Christmas_tree_on_a_toy_train,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Christmas_tree_on_a_toy_train/CompVis/stable-diffusion-v1-4/44.png,a Christmas tree on a toy train,Artifacts,Imagination,
a_Christmas_tree_on_a_toy_train,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Christmas_tree_on_a_toy_train/runwayml/stable-diffusion-v1-5/21.png,a Christmas tree on a toy train,Artifacts,Imagination,
a_Christmas_tree_on_a_toy_train,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Christmas_tree_on_a_toy_train/stabilityai/stable-diffusion-2/22.png,a Christmas tree on a toy train,Artifacts,Imagination,
a_Christmas_tree_on_a_toy_train,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Christmas_tree_on_a_toy_train/stabilityai/stable-diffusion-2-1/33.png,a Christmas tree on a toy train,Artifacts,Imagination,
a_Diplodocus,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Diplodocus/CompVis/stable-diffusion-v1-4/30.png,a Diplodocus,Animals,Basic,
a_Diplodocus,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Diplodocus/runwayml/stable-diffusion-v1-5/39.png,a Diplodocus,Animals,Basic,
a_Diplodocus,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Diplodocus/stabilityai/stable-diffusion-2/29.png,a Diplodocus,Animals,Basic,
a_Diplodocus,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Diplodocus/stabilityai/stable-diffusion-2-1/18.png,a Diplodocus,Animals,Basic,
a_Diplodocus_standing_in_a_lake,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Diplodocus_standing_in_a_lake/CompVis/stable-diffusion-v1-4/20.png,a Diplodocus standing in a lake,Animals,Fine-grained Detail,
a_Diplodocus_standing_in_a_lake,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Diplodocus_standing_in_a_lake/runwayml/stable-diffusion-v1-5/21.png,a Diplodocus standing in a lake,Animals,Fine-grained Detail,
a_Diplodocus_standing_in_a_lake,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Diplodocus_standing_in_a_lake/stabilityai/stable-diffusion-2/33.png,a Diplodocus standing in a lake,Animals,Fine-grained Detail,
a_Diplodocus_standing_in_a_lake,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Diplodocus_standing_in_a_lake/stabilityai/stable-diffusion-2-1/43.png,a Diplodocus standing in a lake,Animals,Fine-grained Detail,
a_Ferrari_Testarossa_in_front_of_the_Kremlin,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Ferrari_Testarossa_in_front_of_the_Kremlin/CompVis/stable-diffusion-v1-4/19.png,a Ferrari Testarossa in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_Ferrari_Testarossa_in_front_of_the_Kremlin,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Ferrari_Testarossa_in_front_of_the_Kremlin/runwayml/stable-diffusion-v1-5/40.png,a Ferrari Testarossa in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_Ferrari_Testarossa_in_front_of_the_Kremlin,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Ferrari_Testarossa_in_front_of_the_Kremlin/stabilityai/stable-diffusion-2/25.png,a Ferrari Testarossa in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_Ferrari_Testarossa_in_front_of_the_Kremlin,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Ferrari_Testarossa_in_front_of_the_Kremlin/stabilityai/stable-diffusion-2-1/22.png,a Ferrari Testarossa in front of the Kremlin,World Knowledge,Fine-grained Detail,
a_Harley-Davidson_motorcycle_with_a_flame_decal,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Harley-Davidson_motorcycle_with_a_flame_decal/CompVis/stable-diffusion-v1-4/23.png,a Harley-Davidson motorcycle with a flame decal,Vehicles,Fine-grained Detail,
a_Harley-Davidson_motorcycle_with_a_flame_decal,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Harley-Davidson_motorcycle_with_a_flame_decal/runwayml/stable-diffusion-v1-5/20.png,a Harley-Davidson motorcycle with a flame decal,Vehicles,Fine-grained Detail,
a_Harley-Davidson_motorcycle_with_a_flame_decal,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Harley-Davidson_motorcycle_with_a_flame_decal/stabilityai/stable-diffusion-2/28.png,a Harley-Davidson motorcycle with a flame decal,Vehicles,Fine-grained Detail,
a_Harley-Davidson_motorcycle_with_a_flame_decal,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Harley-Davidson_motorcycle_with_a_flame_decal/stabilityai/stable-diffusion-2-1/12.png,a Harley-Davidson motorcycle with a flame decal,Vehicles,Fine-grained Detail,
a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders/CompVis/stable-diffusion-v1-4/39.png,a Saint Bernard standing up with its paws in the air A young girl is seated on the dog's shoulders,,,
a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders/runwayml/stable-diffusion-v1-5/14.png,a Saint Bernard standing up with its paws in the air A young girl is seated on the dog's shoulders,,,
a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders/stabilityai/stable-diffusion-2/10.png,a Saint Bernard standing up with its paws in the air A young girl is seated on the dog's shoulders,,,
a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Saint_Bernard_standing_up_with_its_paws_in_the_air_A_young_girl_is_seated_on_the_dog's_shoulders/stabilityai/stable-diffusion-2-1/22.png,a Saint Bernard standing up with its paws in the air A young girl is seated on the dog's shoulders,,,
a_Scottish_castle_next_to_a_loch,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Scottish_castle_next_to_a_loch/CompVis/stable-diffusion-v1-4/46.png,a Scottish castle next to a loch,World Knowledge,Fine-grained Detail,
a_Scottish_castle_next_to_a_loch,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Scottish_castle_next_to_a_loch/runwayml/stable-diffusion-v1-5/46.png,a Scottish castle next to a loch,World Knowledge,Fine-grained Detail,
a_Scottish_castle_next_to_a_loch,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Scottish_castle_next_to_a_loch/stabilityai/stable-diffusion-2/1.png,a Scottish castle next to a loch,World Knowledge,Fine-grained Detail,
a_Scottish_castle_next_to_a_loch,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Scottish_castle_next_to_a_loch/stabilityai/stable-diffusion-2-1/17.png,a Scottish castle next to a loch,World Knowledge,Fine-grained Detail,
a_Stegasaurus,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Stegasaurus/CompVis/stable-diffusion-v1-4/27.png,a Stegasaurus,Animals,Basic,
a_Stegasaurus,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Stegasaurus/runwayml/stable-diffusion-v1-5/31.png,a Stegasaurus,Animals,Basic,
a_Stegasaurus,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Stegasaurus/stabilityai/stable-diffusion-2/10.png,a Stegasaurus,Animals,Basic,
a_Stegasaurus,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Stegasaurus/stabilityai/stable-diffusion-2-1/10.png,a Stegasaurus,Animals,Basic,
a_Stegasaurus_eating_ferns,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Stegasaurus_eating_ferns/CompVis/stable-diffusion-v1-4/3.png,a Stegasaurus eating ferns,Animals,Fine-grained Detail,
a_Stegasaurus_eating_ferns,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Stegasaurus_eating_ferns/runwayml/stable-diffusion-v1-5/21.png,a Stegasaurus eating ferns,Animals,Fine-grained Detail,
a_Stegasaurus_eating_ferns,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Stegasaurus_eating_ferns/stabilityai/stable-diffusion-2/43.png,a Stegasaurus eating ferns,Animals,Fine-grained Detail,
a_Stegasaurus_eating_ferns,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Stegasaurus_eating_ferns/stabilityai/stable-diffusion-2-1/37.png,a Stegasaurus eating ferns,Animals,Fine-grained Detail,
a_Styracosaurus,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Styracosaurus/CompVis/stable-diffusion-v1-4/27.png,a Styracosaurus,Animals,Basic,
a_Styracosaurus,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Styracosaurus/runwayml/stable-diffusion-v1-5/6.png,a Styracosaurus,Animals,Basic,
a_Styracosaurus,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Styracosaurus/stabilityai/stable-diffusion-2/8.png,a Styracosaurus,Animals,Basic,
a_Styracosaurus,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Styracosaurus/stabilityai/stable-diffusion-2-1/41.png,a Styracosaurus,Animals,Basic,
a_Styracosaurus_displaying_its_horns,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Styracosaurus_displaying_its_horns/CompVis/stable-diffusion-v1-4/3.png,a Styracosaurus displaying its horns,Animals,Fine-grained Detail,
a_Styracosaurus_displaying_its_horns,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Styracosaurus_displaying_its_horns/runwayml/stable-diffusion-v1-5/18.png,a Styracosaurus displaying its horns,Animals,Fine-grained Detail,
a_Styracosaurus_displaying_its_horns,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Styracosaurus_displaying_its_horns/stabilityai/stable-diffusion-2/46.png,a Styracosaurus displaying its horns,Animals,Fine-grained Detail,
a_Styracosaurus_displaying_its_horns,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Styracosaurus_displaying_its_horns/stabilityai/stable-diffusion-2-1/28.png,a Styracosaurus displaying its horns,Animals,Fine-grained Detail,
a_TV,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_TV/CompVis/stable-diffusion-v1-4/27.png,a TV,Artifacts,Basic,
a_TV,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_TV/runwayml/stable-diffusion-v1-5/34.png,a TV,Artifacts,Basic,
a_TV,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_TV/stabilityai/stable-diffusion-2/40.png,a TV,Artifacts,Basic,
a_TV,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_TV/stabilityai/stable-diffusion-2-1/29.png,a TV,Artifacts,Basic,
a_TV_on_a_horse,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_TV_on_a_horse/CompVis/stable-diffusion-v1-4/48.png,a TV on a horse,Artifacts,Imagination,
a_TV_on_a_horse,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_TV_on_a_horse/runwayml/stable-diffusion-v1-5/44.png,a TV on a horse,Artifacts,Imagination,
a_TV_on_a_horse,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_TV_on_a_horse/stabilityai/stable-diffusion-2/0.png,a TV on a horse,Artifacts,Imagination,
a_TV_on_a_horse,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_TV_on_a_horse/stabilityai/stable-diffusion-2-1/19.png,a TV on a horse,Artifacts,Imagination,
a_Triceratops,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Triceratops/CompVis/stable-diffusion-v1-4/46.png,a Triceratops,Animals,Basic,
a_Triceratops,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Triceratops/runwayml/stable-diffusion-v1-5/31.png,a Triceratops,Animals,Basic,
a_Triceratops,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Triceratops/stabilityai/stable-diffusion-2/13.png,a Triceratops,Animals,Basic,
a_Triceratops,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Triceratops/stabilityai/stable-diffusion-2-1/49.png,a Triceratops,Animals,Basic,
a_Triceratops_charging_down_a_hill,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Triceratops_charging_down_a_hill/CompVis/stable-diffusion-v1-4/15.png,a Triceratops charging down a hill,Animals,Fine-grained Detail,
a_Triceratops_charging_down_a_hill,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Triceratops_charging_down_a_hill/runwayml/stable-diffusion-v1-5/39.png,a Triceratops charging down a hill,Animals,Fine-grained Detail,
a_Triceratops_charging_down_a_hill,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Triceratops_charging_down_a_hill/stabilityai/stable-diffusion-2/36.png,a Triceratops charging down a hill,Animals,Fine-grained Detail,
a_Triceratops_charging_down_a_hill,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Triceratops_charging_down_a_hill/stabilityai/stable-diffusion-2-1/3.png,a Triceratops charging down a hill,Animals,Fine-grained Detail,
a_Tyrannosaurus_Rex,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Tyrannosaurus_Rex/CompVis/stable-diffusion-v1-4/49.png,a Tyrannosaurus Rex,Animals,Basic,
a_Tyrannosaurus_Rex,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Tyrannosaurus_Rex/runwayml/stable-diffusion-v1-5/44.png,a Tyrannosaurus Rex,Animals,Basic,
a_Tyrannosaurus_Rex,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Tyrannosaurus_Rex/stabilityai/stable-diffusion-2/47.png,a Tyrannosaurus Rex,Animals,Basic,
a_Tyrannosaurus_Rex,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Tyrannosaurus_Rex/stabilityai/stable-diffusion-2-1/26.png,a Tyrannosaurus Rex,Animals,Basic,
a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree/CompVis/stable-diffusion-v1-4/26.png,a Tyrannosaurus Rex roaring in front of a palm tree,Animals,Fine-grained Detail,
a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree/runwayml/stable-diffusion-v1-5/31.png,a Tyrannosaurus Rex roaring in front of a palm tree,Animals,Fine-grained Detail,
a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree/stabilityai/stable-diffusion-2/44.png,a Tyrannosaurus Rex roaring in front of a palm tree,Animals,Fine-grained Detail,
a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_Tyrannosaurus_Rex_roaring_in_front_of_a_palm_tree/stabilityai/stable-diffusion-2-1/28.png,a Tyrannosaurus Rex roaring in front of a palm tree,Animals,Fine-grained Detail,
a_baby_daikon_radish,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_baby_daikon_radish/CompVis/stable-diffusion-v1-4/36.png,a baby daikon radish,Produce & Plants,Simple Detail,DALL-E
a_baby_daikon_radish,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_baby_daikon_radish/runwayml/stable-diffusion-v1-5/14.png,a baby daikon radish,Produce & Plants,Simple Detail,DALL-E
a_baby_daikon_radish,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_baby_daikon_radish/stabilityai/stable-diffusion-2/40.png,a baby daikon radish,Produce & Plants,Simple Detail,DALL-E
a_baby_daikon_radish,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_baby_daikon_radish/stabilityai/stable-diffusion-2-1/15.png,a baby daikon radish,Produce & Plants,Simple Detail,DALL-E
a_baby_daikon_radish_in_a_tutu,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu/CompVis/stable-diffusion-v1-4/20.png,a baby daikon radish in a tutu,Produce & Plants,Imagination,DALL-E
a_baby_daikon_radish_in_a_tutu,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu/runwayml/stable-diffusion-v1-5/30.png,a baby daikon radish in a tutu,Produce & Plants,Imagination,DALL-E
a_baby_daikon_radish_in_a_tutu,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu/stabilityai/stable-diffusion-2/48.png,a baby daikon radish in a tutu,Produce & Plants,Imagination,DALL-E
a_baby_daikon_radish_in_a_tutu,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu/stabilityai/stable-diffusion-2-1/24.png,a baby daikon radish in a tutu,Produce & Plants,Imagination,DALL-E
a_baby_daikon_radish_in_a_tutu_walking_a_dog,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu_walking_a_dog/CompVis/stable-diffusion-v1-4/24.png,a baby daikon radish in a tutu walking a dog,Produce & Plants,Fine-grained Detail,DALL-E
a_baby_daikon_radish_in_a_tutu_walking_a_dog,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu_walking_a_dog/runwayml/stable-diffusion-v1-5/1.png,a baby daikon radish in a tutu walking a dog,Produce & Plants,Fine-grained Detail,DALL-E
a_baby_daikon_radish_in_a_tutu_walking_a_dog,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu_walking_a_dog/stabilityai/stable-diffusion-2/23.png,a baby daikon radish in a tutu walking a dog,Produce & Plants,Fine-grained Detail,DALL-E
a_baby_daikon_radish_in_a_tutu_walking_a_dog,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_baby_daikon_radish_in_a_tutu_walking_a_dog/stabilityai/stable-diffusion-2-1/24.png,a baby daikon radish in a tutu walking a dog,Produce & Plants,Fine-grained Detail,DALL-E
a_baby_penguin,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_baby_penguin/CompVis/stable-diffusion-v1-4/37.png,a baby penguin,Animals,Basic,
a_baby_penguin,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_baby_penguin/runwayml/stable-diffusion-v1-5/49.png,a baby penguin,Animals,Basic,
a_baby_penguin,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_baby_penguin/stabilityai/stable-diffusion-2/47.png,a baby penguin,Animals,Basic,
a_baby_penguin,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_baby_penguin/stabilityai/stable-diffusion-2-1/30.png,a baby penguin,Animals,Basic,
"a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants",CompVis/stable-diffusion-v1-4,"./data/txt2img_parti/a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants/CompVis/stable-diffusion-v1-4/25.png","a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",Animals,Fine-grained Detail,DALL-E
"a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants",runwayml/stable-diffusion-v1-5,"./data/txt2img_parti/a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants/runwayml/stable-diffusion-v1-5/1.png","a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",Animals,Fine-grained Detail,DALL-E
"a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants",stabilityai/stable-diffusion-2,"./data/txt2img_parti/a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants/stabilityai/stable-diffusion-2/16.png","a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",Animals,Fine-grained Detail,DALL-E
"a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants",stabilityai/stable-diffusion-2-1,"./data/txt2img_parti/a_baby_penguin_wearing_a_blue_hat,_red_gloves,_green_shirt,_and_yellow_pants/stabilityai/stable-diffusion-2-1/38.png","a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",Animals,Fine-grained Detail,DALL-E
a_ball,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_ball/CompVis/stable-diffusion-v1-4/25.png,a ball,Artifacts,Basic,
a_ball,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_ball/runwayml/stable-diffusion-v1-5/6.png,a ball,Artifacts,Basic,
a_ball,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_ball/stabilityai/stable-diffusion-2/4.png,a ball,Artifacts,Basic,
a_ball,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_ball/stabilityai/stable-diffusion-2-1/5.png,a ball,Artifacts,Basic,
a_ballet_dancer_next_to_a_waterfall,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_ballet_dancer_next_to_a_waterfall/CompVis/stable-diffusion-v1-4/26.png,a ballet dancer next to a waterfall,People,Fine-grained Detail,
a_ballet_dancer_next_to_a_waterfall,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_ballet_dancer_next_to_a_waterfall/runwayml/stable-diffusion-v1-5/49.png,a ballet dancer next to a waterfall,People,Fine-grained Detail,
a_ballet_dancer_next_to_a_waterfall,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_ballet_dancer_next_to_a_waterfall/stabilityai/stable-diffusion-2/13.png,a ballet dancer next to a waterfall,People,Fine-grained Detail,
a_ballet_dancer_next_to_a_waterfall,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_ballet_dancer_next_to_a_waterfall/stabilityai/stable-diffusion-2-1/43.png,a ballet dancer next to a waterfall,People,Fine-grained Detail,
a_bamboo_ladder,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_bamboo_ladder/CompVis/stable-diffusion-v1-4/7.png,a bamboo ladder,Artifacts,Simple Detail,
a_bamboo_ladder,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_bamboo_ladder/runwayml/stable-diffusion-v1-5/26.png,a bamboo ladder,Artifacts,Simple Detail,
a_bamboo_ladder,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_bamboo_ladder/stabilityai/stable-diffusion-2/20.png,a bamboo ladder,Artifacts,Simple Detail,
a_bamboo_ladder,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_bamboo_ladder/stabilityai/stable-diffusion-2-1/6.png,a bamboo ladder,Artifacts,Simple Detail,
a_bamboo_ladder_propped_up_against_an_oak_tree,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_bamboo_ladder_propped_up_against_an_oak_tree/CompVis/stable-diffusion-v1-4/16.png,a bamboo ladder propped up against an oak tree,Artifacts,Fine-grained Detail,
a_bamboo_ladder_propped_up_against_an_oak_tree,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_bamboo_ladder_propped_up_against_an_oak_tree/runwayml/stable-diffusion-v1-5/43.png,a bamboo ladder propped up against an oak tree,Artifacts,Fine-grained Detail,
a_bamboo_ladder_propped_up_against_an_oak_tree,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_bamboo_ladder_propped_up_against_an_oak_tree/stabilityai/stable-diffusion-2/7.png,a bamboo ladder propped up against an oak tree,Artifacts,Fine-grained Detail,
a_bamboo_ladder_propped_up_against_an_oak_tree,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_bamboo_ladder_propped_up_against_an_oak_tree/stabilityai/stable-diffusion-2-1/33.png,a bamboo ladder propped up against an oak tree,Artifacts,Fine-grained Detail,
a_banana,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_banana/CompVis/stable-diffusion-v1-4/42.png,a banana,Produce & Plants,Basic,
a_banana,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_banana/runwayml/stable-diffusion-v1-5/46.png,a banana,Produce & Plants,Basic,
a_banana,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_banana/stabilityai/stable-diffusion-2/25.png,a banana,Produce & Plants,Basic,
a_banana,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_banana/stabilityai/stable-diffusion-2-1/13.png,a banana,Produce & Plants,Basic,
a_banana_without_its_peel,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_banana_without_its_peel/CompVis/stable-diffusion-v1-4/3.png,a banana without its peel,Produce & Plants,Linguistic Structures,Negation
a_banana_without_its_peel,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_banana_without_its_peel/runwayml/stable-diffusion-v1-5/14.png,a banana without its peel,Produce & Plants,Linguistic Structures,Negation
a_banana_without_its_peel,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_banana_without_its_peel/stabilityai/stable-diffusion-2/33.png,a banana without its peel,Produce & Plants,Linguistic Structures,Negation
a_banana_without_its_peel,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_banana_without_its_peel/stabilityai/stable-diffusion-2-1/40.png,a banana without its peel,Produce & Plants,Linguistic Structures,Negation
a_barred_owl_peeking_out_from_dense_tree_branches,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_barred_owl_peeking_out_from_dense_tree_branches/CompVis/stable-diffusion-v1-4/40.png,a barred owl peeking out from dense tree branches,Animals,Fine-grained Detail,
a_barred_owl_peeking_out_from_dense_tree_branches,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_barred_owl_peeking_out_from_dense_tree_branches/runwayml/stable-diffusion-v1-5/6.png,a barred owl peeking out from dense tree branches,Animals,Fine-grained Detail,
a_barred_owl_peeking_out_from_dense_tree_branches,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_barred_owl_peeking_out_from_dense_tree_branches/stabilityai/stable-diffusion-2/33.png,a barred owl peeking out from dense tree branches,Animals,Fine-grained Detail,
a_barred_owl_peeking_out_from_dense_tree_branches,stabilityai/stable-diffusion-2-1,./data/txt2img_parti/a_barred_owl_peeking_out_from_dense_tree_branches/stabilityai/stable-diffusion-2-1/14.png,a barred owl peeking out from dense tree branches,Animals,Fine-grained Detail,
a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs,CompVis/stable-diffusion-v1-4,./data/txt2img_parti/a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs/CompVis/stable-diffusion-v1-4/23.png,a basketball game between a team of four cats and a team of three dogs,Animals,Quantity,
a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs,runwayml/stable-diffusion-v1-5,./data/txt2img_parti/a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs/runwayml/stable-diffusion-v1-5/46.png,a basketball game between a team of four cats and a team of three dogs,Animals,Quantity,
a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs,stabilityai/stable-diffusion-2,./data/txt2img_parti/a_basketball_game_between_a_team_of_four_cats_and_a_team_of_three_dogs/stabilityai/stable-diffusion-2/28.png,a basketball game between a team of four cats and a team of three dogs,Animals,Quantity,
